Student_Names,Math,Physics,Chemistry,Grade,Comment,Roll No.
Angela Lawrence,91,26,51,C,Below Average Achivement,548215
Wanda Williams,47,22,70,D,Poor Pursuance,567402
Jordan Whitaker,70,100,11,C,Below Average Achivement,507643
Timothy Smith,59,68,28,C,Below Average Achivement,540021
Jason Stanley,100,79,40,B+,Good Pursuance,588804
Tamara Daniels,82,93,67,B+,Good Pursuance,577810
Katherine Thomas,20,68,76,C,Below Average Achivement,507045
Margaret Hubbard,70,87,93,A,Very Good Achivement,562023
Tammy Simmons,85,38,74,B,Average Performance,586934
Stephanie Baker,96,20,25,D,Poor Pursuance,567688
Beth Hill,41,40,17,F,Failed,537838
Justin Conley,31,27,73,D,Poor Pursuance,571162
Aaron Perez,20,49,78,D,Poor Pursuance,596418
Kristi Leonard,34,91,61,B,Average Performance,533002
Larry Hansen,61,95,87,A,Very Good Achivement,567351
Aaron Murray,89,41,74,B,Average Performance,546553
Brian Randall,10,35,88,D,Poor Pursuance,532200
Amanda Valentine,88,63,72,B+,Good Pursuance,598586
Kathryn Beasley,60,54,68,C,Below Average Achivement,531460
Stephanie Whitaker,63,29,100,B,Average Performance,587459
Megan Hardy,48,70,47,C,Below Average Achivement,576781
Stephanie Miller,49,60,62,C,Below Average Achivement,584812
Sarah Smith,56,15,37,D,Poor Pursuance,526160
Jill Miller,74,98,29,B,Average Performance,579067
Christy Ibarra,81,21,59,C,Below Average Achivement,527239
Laura Terry,63,43,39,D,Poor Pursuance,514067
Jeffrey Cook,89,22,63,C,Below Average Achivement,568753
David Ortega,89,78,80,A,Very Good Achivement,535428
Douglas Mueller,43,46,29,D,Poor Pursuance,585089
Rebecca Dixon,31,32,11,F,Failed,511990
Tina Gutierrez,67,69,62,B,Average Performance,547152
Sandra Jones,28,19,53,D,Poor Pursuance,563870
Brian Gibson,50,79,24,C,Below Average Achivement,500644
Gloria Bryant,17,92,41,D,Poor Pursuance,557896
Courtney Black,71,100,15,B,Average Performance,554335
Jennifer Pierce,66,28,28,D,Poor Pursuance,544781
Nathan Newman,13,60,37,D,Poor Pursuance,570623
Lori Ashley,70,55,82,B,Average Performance,512895
James Hamilton,53,26,74,C,Below Average Achivement,599432
Ronald Wilson,63,41,75,C,Below Average Achivement,543600
Matthew Harrison,89,65,41,B,Average Performance,594270
Wesley Campbell,46,44,52,D,Poor Pursuance,588196
Janet Ford,77,62,68,B,Average Performance,508098
Abigail Robinson,22,65,35,D,Poor Pursuance,536140
Aaron Cox,54,90,70,B+,Good Pursuance,560401
Chris Sanders,91,36,47,C,Below Average Achivement,513198
Robert Conner,88,38,89,B+,Good Pursuance,588115
Kayla Johnson,97,28,94,B+,Good Pursuance,591282
Brenda Gaines,47,20,23,F,Failed,537516
Matthew Bradford,42,54,72,C,Below Average Achivement,580696
Harry Burke,65,32,70,C,Below Average Achivement,577149
Jeanette Williams,13,16,46,F,Failed,500852
William Garcia,19,59,63,D,Poor Pursuance,566850
Heather Neal,50,64,67,C,Below Average Achivement,525816
Stephanie Lopez,37,20,47,D,Poor Pursuance,581455
Blake Howard,46,100,87,B+,Good Pursuance,593619
Sheila Adams,25,32,21,F,Failed,526744
Amanda Lee DVM,41,14,52,D,Poor Pursuance,514245
Timothy Bentley,23,84,49,C,Below Average Achivement,594734
Julia Gomez,95,60,81,B+,Good Pursuance,540943
Courtney Martin,81,38,57,C,Below Average Achivement,527724
Joan Chambers,17,81,40,D,Poor Pursuance,568308
Nicholas Beard,14,72,81,C,Below Average Achivement,586904
James Williams,25,83,83,B,Average Performance,561160
Andrea Ho,71,14,38,D,Poor Pursuance,507440
Tina Fields,16,40,36,F,Failed,588325
John Mitchell,45,49,57,D,Poor Pursuance,559636
Samantha Rodriguez,97,23,94,B+,Good Pursuance,539021
Henry Beasley,22,29,54,D,Poor Pursuance,502978
Matthew Ayers,94,28,64,B,Average Performance,507801
Johnny Kerr,16,63,66,D,Poor Pursuance,567474
Lisa Rosales,99,82,96,A+,Excellent Performance,587168
Justin White,34,84,97,B+,Good Pursuance,517519
Oscar Young,62,15,89,C,Below Average Achivement,585691
Elizabeth Nelson,85,40,20,D,Poor Pursuance,572343
Christopher Wells,45,26,77,D,Poor Pursuance,528530
Jill Dunlap,33,76,63,C,Below Average Achivement,598505
Jennifer Riley,29,65,45,D,Poor Pursuance,578178
Jenna Jennings,91,19,33,D,Poor Pursuance,592589
Jessica Wilson,31,10,79,D,Poor Pursuance,519386
Courtney Gallagher,33,79,19,D,Poor Pursuance,583683
John Stevens,90,86,84,A,Very Good Achivement,545612
Lisa Anderson,31,41,10,F,Failed,579187
Calvin Cummings,66,100,59,B+,Good Pursuance,541592
Dylan Clark,12,97,100,B,Average Performance,517018
Susan Thompson,65,60,34,C,Below Average Achivement,582662
Bobby Thompson,32,75,93,B,Average Performance,536433
Crystal Williams,29,36,13,F,Failed,562069
David Proctor,81,79,74,B+,Good Pursuance,516906
Kathy Brown,37,69,91,B,Average Performance,514756
Michael Lucas,60,97,66,B+,Good Pursuance,532621
Carrie Howell,79,65,74,B+,Good Pursuance,585388
James Smith,16,71,58,D,Poor Pursuance,566773
Katherine Blake,48,97,30,C,Below Average Achivement,566522
Olivia Robinson,65,88,29,C,Below Average Achivement,514578
Kevin Sanders,73,83,69,B+,Good Pursuance,569760
Elizabeth Ramos,70,30,57,C,Below Average Achivement,550498
Mr. Christopher Kennedy,16,33,40,F,Failed,561101
Nancy Taylor,56,68,49,C,Below Average Achivement,546405
John Marshall,25,39,31,F,Failed,541773
Ashley Reed,53,39,12,D,Poor Pursuance,550609
Amber Martin,99,78,86,A,Very Good Achivement,533914
Debra Warner,23,67,70,C,Below Average Achivement,578155
Felicia Johnson,12,49,43,D,Poor Pursuance,590381
Hunter Branch,45,32,10,F,Failed,526608
Wesley Gonzalez,75,96,21,B,Average Performance,579576
Eric Park,85,23,47,C,Below Average Achivement,591233
Mrs. Beverly Green,89,93,38,B+,Good Pursuance,539001
Benjamin Freeman,26,56,61,D,Poor Pursuance,504990
Antonio Robinson,90,82,58,B+,Good Pursuance,577284
Mary Baker,10,69,40,D,Poor Pursuance,513171
Matthew Chavez,30,13,34,F,Failed,558044
Allison Ayala,75,21,89,B,Average Performance,579970
Alexis Dalton,75,11,14,D,Poor Pursuance,580524
Kari Mcdaniel,14,58,23,F,Failed,534378
Paul Archer,71,46,16,D,Poor Pursuance,551218
Kyle Barron,14,10,72,F,Failed,512864
Brenda Freeman,99,69,51,B+,Good Pursuance,555096
Courtney Wright,48,13,26,F,Failed,528565
Charles Fisher,31,17,12,F,Failed,516510
Christy Jackson,79,12,62,C,Below Average Achivement,515870
David Alvarez,83,13,95,B,Average Performance,577129
Brittany Cooper,92,60,30,C,Below Average Achivement,571941
Darren Wilson,74,56,76,B,Average Performance,516979
Joseph Hayes,58,46,58,C,Below Average Achivement,545332
Sharon Rodriguez,50,84,75,B,Average Performance,561254
Andre Stevenson,51,100,59,B,Average Performance,579518
David Gomez,30,66,17,D,Poor Pursuance,560607
Jeffrey Brewer,94,84,50,B+,Good Pursuance,593540
Richard Christensen,50,32,48,D,Poor Pursuance,584436
Jennifer Harrison,83,83,69,B+,Good Pursuance,536353
Luis Reed,27,83,56,C,Below Average Achivement,507944
Kevin Shannon,53,79,17,D,Poor Pursuance,581305
Thomas George,64,55,19,D,Poor Pursuance,597785
Brittany Rush,68,36,53,C,Below Average Achivement,594452
Ana Wyatt,67,20,79,C,Below Average Achivement,502195
Theresa Alvarado,78,89,13,C,Below Average Achivement,509847
Steve Odonnell,94,60,94,A,Very Good Achivement,504709
Devon Gonzalez,89,77,59,B+,Good Pursuance,526828
Mike Bailey,67,91,69,B+,Good Pursuance,575392
Antonio Martinez,35,44,68,D,Poor Pursuance,552226
Mike Thompson,40,68,48,C,Below Average Achivement,523110
Lance Phillips,21,22,13,F,Failed,535936
James Graham,23,51,27,D,Poor Pursuance,598501
Brad Hill,33,60,14,D,Poor Pursuance,516731
Maria Anderson,53,18,73,D,Poor Pursuance,543941
Debra Terry,73,89,96,A,Very Good Achivement,576034
Katherine Yu,12,31,65,D,Poor Pursuance,576030
Cassandra Walker,61,61,77,B,Average Performance,563190
John Adams,43,52,83,C,Below Average Achivement,509653
Collin Smith,74,58,58,B,Average Performance,538383
Kathryn Baker,25,36,69,D,Poor Pursuance,536084
Daisy Beck,91,76,17,B,Average Performance,541535
Chelsea Davis,25,14,23,F,Failed,563094
Carrie Morrison,94,59,14,C,Below Average Achivement,571172
Brandon Vaughan,85,40,92,B+,Good Pursuance,599185
Jessica Cohen,68,42,19,D,Poor Pursuance,536135
John Brown,66,91,53,B,Average Performance,557639
David Smith,68,77,59,B,Average Performance,549404
Craig Castro,59,57,54,C,Below Average Achivement,591468
Erica Howard,23,60,82,C,Below Average Achivement,503628
Jonathan Love,70,45,57,C,Below Average Achivement,544489
Jessica Houston,39,14,55,D,Poor Pursuance,590600
John Hughes,70,28,82,C,Below Average Achivement,554618
Alexander Brewer,67,85,64,B+,Good Pursuance,571975
Austin Bradford,98,58,58,B+,Good Pursuance,594020
Sheila Reeves,71,28,10,D,Poor Pursuance,596278
Victoria Shepherd,46,31,26,D,Poor Pursuance,544198
Victoria Barnes,71,52,35,C,Below Average Achivement,510413
Gabriel Pace,88,18,44,D,Poor Pursuance,556187
Mark Rollins,20,58,14,F,Failed,553756
Morgan Braun,24,33,42,D,Poor Pursuance,514425
Jacqueline Strong,12,63,27,D,Poor Pursuance,573225
Kenneth Jackson,41,30,50,D,Poor Pursuance,521143
Holly Moore,25,42,85,D,Poor Pursuance,561366
Carol Martinez,33,17,28,F,Failed,560272
Kyle Marsh,85,60,58,B,Average Performance,589935
Martin Zuniga,81,36,56,C,Below Average Achivement,536137
Amy Evans,84,89,39,B,Average Performance,529181
Ryan Phillips,65,51,97,B+,Good Pursuance,575326
Jessica Levy,77,95,54,B+,Good Pursuance,598080
David Mullins,79,48,28,C,Below Average Achivement,506214
Curtis Schultz,17,50,43,D,Poor Pursuance,536928
Barbara Berry,77,20,48,D,Poor Pursuance,530913
Sabrina Johnson,89,72,61,B+,Good Pursuance,518870
Jennifer Wallace,39,27,35,D,Poor Pursuance,571853
Carolyn Carroll,64,35,66,C,Below Average Achivement,588964
Ann Obrien,64,74,67,B,Average Performance,535536
Harold Michael,51,30,21,D,Poor Pursuance,560166
Gregory Coleman,72,88,93,A,Very Good Achivement,526377
Jose Lowe,43,37,10,F,Failed,543264
Michael Sullivan,78,20,50,D,Poor Pursuance,564823
Dustin Lowe,56,51,98,B,Average Performance,547448
Melanie Anderson,40,97,55,B,Average Performance,535434
Wanda Bates,74,99,58,B+,Good Pursuance,573475
Cynthia Harding,57,78,100,B+,Good Pursuance,501833
Carrie Glover,68,30,53,D,Poor Pursuance,552846
Kerry Jackson,78,47,68,B,Average Performance,571221
Danielle Palmer,90,21,37,D,Poor Pursuance,525862
Lauren Estrada,44,58,63,C,Below Average Achivement,506932
Joshua Johnson,14,53,92,C,Below Average Achivement,514693
Lisa Arnold,82,41,71,B,Average Performance,593311
Hannah Stewart,66,65,77,B,Average Performance,591740
Kenneth Stewart,19,62,97,C,Below Average Achivement,583711
Lisa Horn,23,26,84,D,Poor Pursuance,561062
Mrs. Tammy Bright MD,90,86,35,B,Average Performance,572625
Todd Martin,80,76,70,B+,Good Pursuance,587012
Taylor Little,28,52,18,F,Failed,519315
Nancy Bailey,46,23,82,D,Poor Pursuance,500367
Natasha Peterson,34,55,65,C,Below Average Achivement,575691
Rachel Stevenson,42,51,64,C,Below Average Achivement,514818
Thomas Rogers,20,89,84,B,Average Performance,512431
Michael Mcdonald,86,25,81,B,Average Performance,575668
Sarah Morris,72,31,91,B,Average Performance,540926
Jesse Walters,15,67,74,C,Below Average Achivement,592183
Elizabeth Powell,27,71,55,C,Below Average Achivement,566162
Terrence Woods,37,55,72,C,Below Average Achivement,526223
Tanner Moore,73,51,63,B,Average Performance,530766
Dustin Rivera,38,76,57,C,Below Average Achivement,553801
Elizabeth Stewart,90,10,74,C,Below Average Achivement,516839
Sara Reynolds,52,42,27,D,Poor Pursuance,504913
Todd Gonzalez,64,91,34,B,Average Performance,589084
Pamela Branch,64,92,42,B,Average Performance,531247
Thomas Vargas,88,59,42,B,Average Performance,533665
Joshua Mcclure,40,24,64,D,Poor Pursuance,507697
William Moore,66,73,88,B+,Good Pursuance,521441
Michelle Martinez,66,39,26,D,Poor Pursuance,574194
Claudia Baker,42,95,21,C,Below Average Achivement,541320
Cindy Gomez,94,57,95,A,Very Good Achivement,540880
Daniel Ramos,13,49,98,C,Below Average Achivement,571857
Ashley Alvarez,28,62,21,D,Poor Pursuance,566397
David Reeves,15,95,70,C,Below Average Achivement,574739
Wesley Wright,63,25,18,D,Poor Pursuance,576476
James Morrow,66,12,27,D,Poor Pursuance,507475
Renee Hill,83,45,60,B,Average Performance,533201
Dawn Gonzales,24,58,72,C,Below Average Achivement,506734
Heather Pollard,37,88,66,B,Average Performance,515580
Dennis Case,77,50,89,B+,Good Pursuance,518279
Brian James,14,33,55,D,Poor Pursuance,577758
Christine Taylor,44,68,56,C,Below Average Achivement,504674
Michael Hall,56,42,43,D,Poor Pursuance,594197
Edward Robertson,90,12,35,D,Poor Pursuance,573800
Kelsey Murphy,27,99,86,B,Average Performance,587138
Rachel Young,46,36,15,F,Failed,532917
Autumn Perez,50,52,53,C,Below Average Achivement,536279
Joseph Tucker,79,25,73,C,Below Average Achivement,591108
Luke Andrade,63,81,39,B,Average Performance,548851
Catherine Hughes,28,22,86,D,Poor Pursuance,586439
Timothy Alexander,40,57,91,B,Average Performance,564158
Melinda Patterson,88,30,66,B,Average Performance,519302
Scott Martinez,25,74,39,D,Poor Pursuance,571879
Randall Garcia,61,39,26,D,Poor Pursuance,540842
Justin Hayes,86,41,31,C,Below Average Achivement,511331
Katelyn Harris,91,96,22,B,Average Performance,587696
Joseph Gonzales,67,34,62,C,Below Average Achivement,542262
Christopher Robinson,79,35,22,D,Poor Pursuance,504712
Tanya Small,23,92,54,C,Below Average Achivement,544240
Joshua Holmes,53,40,18,D,Poor Pursuance,524142
Heather Gonzalez,44,15,82,D,Poor Pursuance,591429
Judith Benson,56,72,86,B+,Good Pursuance,575219
Thomas Vaughan,95,66,62,B+,Good Pursuance,509740
Sean Serrano,95,31,86,B,Average Performance,547123
Monica Crane,25,65,64,C,Below Average Achivement,525428
Richard Atkinson,85,64,49,B,Average Performance,570782
Jon Bell,14,19,99,D,Poor Pursuance,594412
Tanya Chambers,55,95,60,B,Average Performance,504966
Dr. Denise Jacobson DDS,81,78,71,B+,Good Pursuance,532062
Jeffrey Mason,59,24,60,D,Poor Pursuance,568996
Laurie Jimenez,77,17,59,C,Below Average Achivement,568796
Katie Rose,26,90,90,B,Average Performance,523012
Nathaniel Ellis,59,31,41,D,Poor Pursuance,572244
Catherine Gonzalez,88,85,95,A,Very Good Achivement,557114
Joseph Wright,14,77,29,D,Poor Pursuance,556461
Andrew Cooper,44,28,88,C,Below Average Achivement,571842
David Wang,66,95,62,B+,Good Pursuance,549361
Grace Randolph,85,40,67,B,Average Performance,585712
Collin Carpenter,25,60,13,F,Failed,586806
Katrina Willis,45,15,60,D,Poor Pursuance,516093
Todd Graham,43,30,61,D,Poor Pursuance,589484
Travis Douglas,12,77,23,D,Poor Pursuance,529691
Dustin Collins,43,63,69,C,Below Average Achivement,598388
Christopher Allen,89,86,58,B+,Good Pursuance,582214
Jamie Reynolds,100,99,11,B,Average Performance,534031
George Mcdaniel,97,83,11,B,Average Performance,566078
Bethany Hayes,59,87,47,B,Average Performance,514337
Emily Flores,98,35,43,C,Below Average Achivement,540315
Tyler Padilla,38,18,44,D,Poor Pursuance,575048
Kelly Richardson,88,43,92,B+,Good Pursuance,519974
Matthew Stewart,32,56,20,D,Poor Pursuance,541185
Anthony Allen,82,75,45,B,Average Performance,580221
Rebecca Brewer,81,51,59,B,Average Performance,567928
Andrew Fletcher,76,53,88,B+,Good Pursuance,531073
Charles Evans,21,78,10,D,Poor Pursuance,535380
Lauren Ross,66,41,69,C,Below Average Achivement,590273
Steven Duncan,72,81,83,B+,Good Pursuance,543098
Henry Baxter,81,45,45,C,Below Average Achivement,536741
Zachary Harrison,74,11,71,C,Below Average Achivement,503596
Timothy Martin,81,97,98,A+,Excellent Performance,583937
Michael Warren,84,41,84,B,Average Performance,565904
Glenda Ward,97,68,63,B+,Good Pursuance,571834
Andrew Merritt,90,12,14,D,Poor Pursuance,548246
Scott Horne,77,12,51,D,Poor Pursuance,505755
Joseph Garner,12,29,65,D,Poor Pursuance,532623
Dustin Dean,93,14,46,C,Below Average Achivement,596770
Christopher Murphy,64,21,38,D,Poor Pursuance,583242
Danielle Marsh,48,36,68,D,Poor Pursuance,566879
Paul Gray,51,42,29,D,Poor Pursuance,540178
Kevin Hicks,67,56,19,D,Poor Pursuance,519756
Nancy Norris,25,58,42,D,Poor Pursuance,515786
Emma Hernandez MD,57,39,59,C,Below Average Achivement,593395
Kevin Walters,50,24,100,C,Below Average Achivement,584346
Anthony Johnson,87,26,37,D,Poor Pursuance,572102
Steven Davis,39,93,77,B,Average Performance,528019
Meagan White,58,85,56,B,Average Performance,519013
Lisa Lawrence,16,36,66,D,Poor Pursuance,545575
Curtis Cannon,28,86,89,B,Average Performance,558330
Jenny Miller,74,78,100,A,Very Good Achivement,519857
Karen Edwards,21,18,82,D,Poor Pursuance,577268
Shawn Smith,94,73,74,B+,Good Pursuance,517404
Kristina Carpenter,29,12,12,F,Failed,595929
Grant Clayton Jr.,22,73,85,C,Below Average Achivement,525513
Joseph Welch,45,67,91,B,Average Performance,510315
Bryan Donovan,34,51,35,D,Poor Pursuance,509042
Debra Patterson,73,53,25,D,Poor Pursuance,513903
Jonathan Ferguson MD,36,34,55,D,Poor Pursuance,536980
Marie Williams,100,33,58,B,Average Performance,525690
Jose Ali,92,69,38,B,Average Performance,546218
Marcus Miller,99,33,89,B+,Good Pursuance,585035
Sue Hodges,24,35,94,C,Below Average Achivement,560850
Jack Navarro,96,53,51,B,Average Performance,537779
Laura Henry,65,23,78,C,Below Average Achivement,595455
Paul Acosta,24,39,44,D,Poor Pursuance,587065
Andrew Alexander,64,81,22,C,Below Average Achivement,597593
Mr. Jared Jackson,79,13,45,D,Poor Pursuance,537950
Gabriel Morgan,94,70,54,B+,Good Pursuance,542938
Michael Gould,98,16,55,C,Below Average Achivement,579896
Arthur Cook,32,11,77,D,Poor Pursuance,541685
Erin Hamilton,58,48,20,D,Poor Pursuance,533986
Kathleen Shea MD,25,64,69,C,Below Average Achivement,586290
Richard Farrell,77,83,91,A,Very Good Achivement,566434
William Preston,70,28,46,D,Poor Pursuance,578153
Anthony Smith,95,35,27,C,Below Average Achivement,557050
Daniel Jones,91,87,39,B+,Good Pursuance,598470
Matthew Monroe,60,87,30,C,Below Average Achivement,520632
Joseph Bird,74,31,64,C,Below Average Achivement,582499
Eric West,92,98,44,B+,Good Pursuance,514771
Jennifer Miller,30,62,53,D,Poor Pursuance,543309
Stacey Carter,31,32,72,D,Poor Pursuance,527046
Mark Jordan,77,54,95,B+,Good Pursuance,571526
Jerry Reynolds,96,89,28,B+,Good Pursuance,551213
Tyler Johnson,70,84,65,B+,Good Pursuance,522090
Teresa Bonilla MD,85,11,45,D,Poor Pursuance,569210
Lindsey Ramirez,29,98,89,B+,Good Pursuance,506620
Christine Brown,53,39,47,D,Poor Pursuance,584459
Alexandria Gonzales,13,18,12,F,Failed,538319
Debra Knox,18,85,35,D,Poor Pursuance,534268
Curtis Curtis,77,71,58,B,Average Performance,571690
Rebecca James,64,15,26,D,Poor Pursuance,531137
Jordan Welch,17,10,40,F,Failed,506587
Rachel Page,75,75,83,B+,Good Pursuance,581033
Samuel Vega,34,19,29,F,Failed,595418
Alexander Friedman,85,87,55,B+,Good Pursuance,590025
Michael Sandoval,40,19,65,D,Poor Pursuance,542653
Mary Thompson,50,41,64,C,Below Average Achivement,563795
Kimberly Burton,12,78,90,C,Below Average Achivement,546114
